2014 01 14::11:48:01:026	-38.24140197002927	45526.10497236862
2014 01 14::11:48:01:026	-53.039998579992044	51386.03827464943
2014 01 14::11:48:01:527	-37.81526243092155	45696.56078801171
2014 01 14::11:48:01:527	-52.465095686623584	51615.99943199682
2014 01 14::11:48:02:027	-36.51853351782863	46059.378750994074
2014 01 14::11:48:02:027	-47.00479995885881	57350.87842315371
2014 01 14::11:48:02:527	-35.65112879023498	46530.33479228853
2014 01 14::11:48:02:527	-45.31820750772228	59989.83986530263
2014 01 14::11:48:03:027	-34.57092558860626	53293.89974495978
2014 01 14::11:48:03:027	-44.89220064086672	61157.37155233214
2014 01 14::11:48:03:527	-32.09845579250518	53720.41766387409
2014 01 14::11:48:03:527	-36.81338600502724	62711.69575402382
2014 01 14::11:48:04:028	-21.62538658278666	54627.81534277686
2014 01 14::11:48:04:028	-32.4784623987581	62802.25888004466
2014 01 14::11:48:04:528	-16.70762612065795	55335.5077277392
2014 01 14::11:48:04:528	-29.169747579825128	65138.386662159464
2014 01 14::11:48:05:029	-11.795601985219278	59124.208967903
2014 01 14::11:48:05:029	-21.042024669966025	65599.92018072306
2014 01 14::11:48:05:530	-6.712909274442708	59827.78788673163
2014 01 14::11:48:05:530	-15.015639246568597	68493.91569173147
2014 01 14::11:48:06:030	-6.02990013990663	63081.66598622386
2014 01 14::11:48:06:030	-13.292884300542298	68900.51176674644
2014 01 14::11:48:06:530	-3.2957926492179297	63472.34130452074
2014 01 14::11:48:06:530	-11.660920873304548	69470.49727339423
2014 01 14::11:48:07:030	4.696065954549283	67248.75940807158
2014 01 14::11:48:07:030	-2.72133922666157	69540.91876197577
2014 01 14::11:48:07:531	12.204082613258663	67771.99580145747
2014 01 14::11:48:07:531	3.3798769139970375	70306.74479155675
2014 01 14::11:48:08:031	14.052083854879982	69683.98998234305
2014 01 14::11:48:08:031	5.055733600341384	75567.4040691746
2014 01 14::11:48:08:531	25.75943054725328	70296.40908755998
2014 01 14::11:48:08:531	11.981037913466452	76530.30961161209
2014 01 14::11:48:09:032	26.09065921511197	70826.2282988718
2014 01 14::11:48:09:032	26.545490250770648	79625.30391366595
2014 01 14::11:48:09:532	40.90543867828468	73444.5199757827
2014 01 14::11:48:09:532	36.50610948114826	79807.9678087793
2014 01 14::11:48:10:032	43.96617120384715	74167.69564586427
2014 01 14::11:48:10:032	39.87937067663101	80196.67242775208
2014 01 14::11:48:10:532	46.816646754679795	75901.66533994286
2014 01 14::11:48:10:532	41.27844030317705	81944.04882794915
2014 01 14::11:48:11:032	47.13733555737252	78085.47707019106
2014 01 14::11:48:11:032	41.33347653528887	82019.23363814279
2014 01 14::11:48:11:533	49.53374336201135	78365.8418559507
2014 01 14::11:48:11:533	42.83406090132512	82249.05882291526
2014 01 14::11:48:12:033	49.82451197120739	80120.88856973937
2014 01 14::11:48:12:033	43.029338183255206	86864.27952154209
2014 01 14::11:48:12:533	51.22851882916253	80632.42816597038
2014 01 14::11:48:12:533	48.52246157357186	90564.50461476229
2014 01 14::11:48:13:033	53.19260668664701	81933.42815408825
2014 01 14::11:48:13:033	53.6351572916179	91018.17804526578
2014 01 14::11:48:13:534	55.24214968432099	84634.59531703673
2014 01 14::11:48:13:534	54.10263715993969	92100.21123800683
2014 01 14::11:48:14:035	58.93825391342168	97533.16443008214
2014 01 14::11:48:14:035	64.374703660465	92263.94477089112
2014 01 14::11:48:14:535	62.7256262081705	97555.86683233974
2014 01 14::11:48:14:535	65.42920539318544	93041.0038659257
2014 01 14::11:48:15:036	68.55036983302259	98366.77906559281
2014 01 14::11:48:15:036	65.46582360780954	96407.05584487379
2014 01 14::11:48:15:536	70.39984918477172	99865.12651702219
2014 01 14::11:48:15:536	66.46573764575791	96883.373056297
2014 01 14::11:48:16:036	74.94775051040854	99964.06127070491
2014 01 14::11:48:16:036	74.61814361968729	98693.45633707513
